renda_mensal,idade,score_credito,tempo_emprego_anos,divida_renda_ratio,num_emprestimos_ativos,historico_atraso,valor_emprestimo,renda_anual,cor_favorita_cod,num_pets,altura_cm,dia_nascimento,codigo_postal,feature_constante,feature_quase_cte,aprovado
4557,66,387,27.2,0.71,6,0,18922,53975,3,1,177.7,25,94692,5,0,0
5081,33,715,3.3,0.084,2,0,6256,60875,4,1,184.5,8,19007,5,0,1
9475,48,843,3.3,0.658,6,0,14641,113493,3,0,179.6,1,60125,5,0,1
1780,59,626,4.2,0.168,2,0,7850,21512,4,2,154.0,5,52922,5,0,1
12304,27,701,12.4,0.315,1,1,4544,147084,6,1,156.6,16,70210,5,0,1
4470,49,459,8.1,0.253,1,1,17026,54389,7,2,159.4,14,69754,5,0,1
3804,51,712,3.0,0.32,0,1,3662,45277,1,2,185.1,26,23377,5,0,1
2677,26,270,6.3,0.12,2,0,8598,32653,3,1,174.9,13,11800,5,0,0
1820,34,677,4.4,0.403,2,0,9339,22142,7,1,196.4,29,27192,5,0,1
8053,28,377,3.4,0.641,5,0,7359,96743,6,1,182.8,11,64590,5,0,1
5135,49,656,1.1,0.353,1,0,17901,61743,8,0,171.0,20,47901,5,0,1
2266,27,388,3.1,0.392,1,0,12811,26263,4,1,165.4,23,10969,5,0,0
2259,39,490,1.4,0.679,2,0,11646,26855,5,0,173.7,13,46847,5,0,0
4017,34,719,12.3,0.565,2,1,8559,49829,7,1,178.4,27,61031,5,0,1
13378,21,491,2.0,0.392,2,0,35777,160642,4,1,182.1,15,91137,5,0,0
4205,65,834,15.2,0.206,0,0,26153,50665,8,0,167.1,30,46087,5,0,1
1994,69,482,3.8,0.708,3,0,16908,22968,3,0,191.9,24,47473,5,0,0
4240,64,743,5.0,0.462,3,0,14825,50758,7,2,169.6,30,49379,5,0,1
4172,42,576,3.9,0.177,3,0,5005,49885,2,1,181.8,26,40655,5,0,1
974,38,857,0.7,0.215,1,0,7791,11317,4,1,173.4,27,25259,5,0,1
4757,54,355,2.4,0.643,3,0,13475,57371,7,1,166.5,16,75923,5,0,0
4278,55,707,0.5,0.035,1,0,18793,51122,9,1,150.4,13,55814,5,0,1
7463,66,612,4.9,0.794,2,1,16541,89193,6,2,157.6,8,78025,5,0,1
14903,18,727,3.0,0.104,2,0,12897,178100,0,0,181.8,18,62996,5,0,1
9661,42,554,7.5,0.637,1,0,40154,115379,3,0,177.5,19,78426,5,0,1
4182,68,758,1.2,0.316,5,0,7270,49692,1,1,175.9,29,55100,5,0,1
2530,53,386,0.9,0.394,1,0,18225,30188,1,1,185.5,26,76258,5,0,0
23017,34,230,2.6,0.705,2,1,16533,275956,6,2,160.2,15,18947,5,0,0
5092,58,459,13.1,0.33,1,0,11559,60790,2,1,165.3,10,45018,5,0,1
4956,41,620,6.2,0.43,4,0,11901,58630,2,2,166.0,23,75461,5,0,1
4844,19,728,2.7,0.039,2,1,11710,57625,5,0,156.6,4,32510,5,0,1
5535,57,750,3.6,0.002,1,0,4598,66483,5,4,162.0,6,21207,5,0,1
4506,32,503,0.4,0.196,1,0,11166,54801,0,0,159.3,8,25073,5,0,1
3483,49,238,20.9,0.544,1,0,14744,42596,0,0,154.3,24,88183,5,0,0
3540,56,688,5.5,0.097,3,0,10483,43479,5,1,161.0,7,18190,5,0,1
4819,23,843,1.7,0.091,1,1,1856,57959,6,0,169.3,29,46855,5,0,1
3547,18,741,4.4,0.329,1,0,2278,42536,8,3,187.9,12,47846,5,0,1
3204,64,869,0.6,0.518,3,0,4210,38765,3,1,159.8,18,18142,5,0,1
5238,40,477,16.9,0.57,3,0,7409,62676,9,1,180.7,18,62470,5,0,1
4217,56,402,1.0,0.143,2,0,4395,51005,5,2,172.2,19,71805,5,0,1
12117,34,265,5.2,0.064,0,0,13585,145323,2,1,174.4,4,89949,5,0,1
1001,51,307,1.4,0.752,1,0,21027,12150,3,1,171.4,1,10768,5,0,0
9460,58,467,6.3,0.209,2,0,23551,113155,8,2,151.5,5,37255,5,0,1
10380,46,421,7.5,0.683,1,0,10608,125042,0,1,159.5,30,51946,5,0,0
1416,26,729,5.6,0.691,0,1,19289,16499,4,3,175.7,7,15557,5,0,0
4001,30,289,4.8,0.618,0,0,5166,47693,6,0,170.5,28,53319,5,0,1
3932,23,892,11.1,0.135,0,0,7177,47015,2,2,153.5,26,28691,5,0,1
2112,23,454,0.4,0.657,2,0,3185,24925,1,2,167.8,11,64463,5,0,0
3081,37,654,2.0,0.615,0,1,21279,37255,1,0,175.9,21,86309,5,0,1
2524,69,452,1.4,0.477,0,1,39056,30352,0,2,157.5,30,20263,5,0,0
14063,20,456,22.1,0.27,5,1,6131,168267,4,0,166.0,23,62142,5,0,0
8616,34,582,2.5,0.21,3,0,1427,103131,2,1,185.2,21,88922,5,0,1
10540,66,641,6.6,0.098,1,1,3773,126550,6,1,175.9,11,97917,5,0,1
7577,29,798,5.8,0.408,0,0,4816,91028,0,1,185.9,10,90794,5,0,1
2496,65,289,1.2,0.468,2,0,2804,29474,8,0,166.2,24,35993,5,0,0
3587,64,589,1.4,0.287,0,0,3553,43052,1,2,180.8,7,22324,5,0,1
6592,62,781,1.7,0.38,1,1,9544,79415,7,0,159.7,16,72432,5,0,1
2360,18,243,2.6,0.291,1,1,13736,28168,9,2,178.3,30,36162,5,0,1
7538,34,863,1.3,0.513,2,1,1553,89943,3,0,162.9,1,80203,5,0,0
4254,20,797,0.1,0.721,2,1,5293,51714,5,0,174.6,27,42383,5,0,1
3924,43,218,10.6,0.131,3,0,8351,47402,8,1,175.1,1,30786,5,0,1
7529,32,300,16.8,0.305,2,0,3451,90140,6,2,176.9,12,65357,5,0,1
6416,53,806,2.1,0.113,2,0,9788,77039,7,1,159.9,16,85954,5,0,1
3957,49,556,2.1,0.5,2,1,7374,47306,6,1,173.2,5,41259,5,0,1
9853,49,741,0.0,0.583,0,0,5659,117741,1,0,170.3,14,58879,5,0,1
2569,21,232,5.7,0.746,2,1,4057,31169,8,0,182.5,18,41651,5,0,0
7112,35,428,8.7,0.223,0,0,10084,86176,0,0,163.6,9,89591,5,0,1
7015,66,723,0.8,0.76,0,0,4399,84632,1,3,156.9,2,71080,5,0,1
4081,36,829,0.9,0.051,4,0,2025,49094,2,1,153.5,12,84659,5,0,1
5977,60,354,7.8,0.482,2,0,8247,71565,2,1,167.1,25,49756,5,0,0
2320,69,622,4.8,0.046,3,1,3007,26509,9,0,165.7,10,23755,5,0,1
8556,52,445,0.2,0.715,4,0,2171,103456,3,1,167.0,2,85270,5,0,0
4398,57,604,4.9,0.424,4,0,8987,52442,4,1,167.0,15,58704,5,0,1
3591,31,740,1.8,0.535,1,0,7112,43508,5,1,183.9,4,54666,5,0,0
9222,50,360,2.3,0.665,3,0,4051,111134,0,1,168.5,19,99123,5,0,0
3220,31,316,7.3,0.12,1,0,9731,39096,7,0,181.3,22,49661,5,0,1
2111,51,470,8.3,0.031,3,0,11374,24632,5,1,173.8,4,87277,5,0,0
1931,21,891,2.6,0.703,1,1,9816,23663,9,0,160.9,25,29528,5,0,0
7069,41,686,14.7,0.252,2,0,9535,84590,8,0,170.1,9,98802,5,0,1
2279,46,371,2.6,0.103,3,0,2243,27303,4,1,185.5,13,33854,5,0,0
14085,36,473,7.4,0.375,1,0,22801,168960,6,1,180.2,10,91242,5,0,0
1409,23,458,3.3,0.479,4,0,12657,16599,3,0,182.0,14,72236,5,0,0
13600,50,334,11.4,0.025,2,0,3787,163050,5,0,175.0,25,52494,5,0,1
5578,66,882,11.9,0.22,0,0,8027,67006,5,1,165.2,3,91412,5,0,1
4637,57,621,0.5,0.026,1,0,9345,55173,3,0,186.4,3,70480,5,0,1
3544,36,620,13.8,0.336,0,0,7852,41711,5,2,175.6,20,55802,5,0,1
6244,18,385,8.7,0.716,1,0,34011,75374,7,1,179.3,16,29058,5,0,1
4805,22,563,7.8,0.786,4,1,1709,57804,4,1,171.1,9,80084,5,0,1
9527,44,806,1.1,0.51,2,1,2487,113392,1,0,159.7,14,39502,5,0,1
5263,33,577,8.2,0.129,2,0,1288,63359,8,0,173.9,22,72197,5,0,1
5378,23,722,9.5,0.725,1,0,8637,64445,3,0,186.9,16,68204,5,0,1
3951,57,779,1.7,0.413,1,0,12521,46760,3,1,178.1,9,24263,5,0,1
4749,30,395,15.2,0.123,4,0,10821,56715,6,0,175.5,24,77088,5,0,1
5911,65,297,0.3,0.737,4,1,6429,71116,9,1,161.4,23,81550,5,0,0
1761,52,804,0.8,0.606,1,1,11217,20635,9,0,185.2,29,23106,5,0,0
2188,36,221,3.9,0.585,4,0,6392,25747,5,0,183.5,5,93312,5,0,0
7676,29,649,4.3,0.567,0,0,14655,91828,3,0,152.2,13,25396,5,0,1
5445,33,371,5.2,0.16,2,0,19650,64867,5,0,179.3,15,36455,5,0,1
4401,60,582,0.1,0.169,0,0,3847,52260,2,0,167.5,25,64490,5,0,1
4969,27,333,16.1,0.551,2,1,6437,59068,6,0,172.9,4,10648,5,0,0
6054,42,625,0.2,0.176,1,0,7328,72864,5,3,161.8,31,65546,5,0,1
3555,37,224,0.8,0.351,3,0,25345,42206,2,2,171.2,14,74396,5,0,0
3081,48,702,0.1,0.626,3,0,4226,37513,0,2,159.0,20,87145,5,0,1
5527,21,384,4.2,0.627,0,0,19499,67402,9,1,162.0,24,43588,5,0,0
2732,61,284,13.5,0.363,2,0,2507,32702,4,0,175.2,20,74202,5,0,0
6278,40,766,5.5,0.634,0,0,21913,76344,9,0,162.4,7,91456,5,0,1
1769,19,343,8.6,0.671,2,0,16018,21499,1,1,174.3,4,31829,5,0,0
9113,39,878,0.1,0.524,1,1,7154,109437,6,1,171.1,27,59058,5,0,0
6526,68,611,3.9,0.183,3,1,16870,78280,6,0,193.8,17,83231,5,0,1
5730,54,423,3.1,0.219,2,0,5427,67782,3,3,163.5,26,94715,5,0,1
8862,25,419,3.5,0.252,1,1,3872,106118,5,1,166.6,9,46984,5,0,0
13350,24,378,0.4,0.093,2,0,31734,159637,0,2,162.8,4,77670,5,0,0
9032,31,830,5.8,0.219,3,1,5255,108821,1,4,184.3,3,12177,5,0,1
1628,20,632,3.5,0.168,3,1,13927,20392,5,0,171.1,19,28683,5,0,1
2280,67,464,7.2,0.364,0,0,19674,27467,1,3,168.4,9,65133,5,0,0
3378,33,628,3.3,0.727,1,1,15445,40661,3,0,177.7,8,93303,5,0,1
4992,36,861,0.8,0.084,4,0,13087,60385,3,0,161.3,26,73276,5,0,1
6704,68,615,5.2,0.576,3,0,13962,80507,9,2,156.6,7,21693,5,0,1
3179,35,652,0.9,0.55,1,0,18881,38749,8,1,172.9,7,14142,5,0,1
5497,69,396,10.3,0.077,0,1,10448,67146,9,1,171.6,4,54622,5,0,1
3123,33,753,4.7,0.738,4,1,7850,38198,6,0,162.6,19,98564,5,0,1
3405,25,252,0.9,0.455,1,0,2710,40548,6,2,173.6,12,75440,5,0,0
2113,50,679,16.4,0.291,3,0,10451,25775,0,0,188.5,20,71291,5,0,1
2824,66,642,3.7,0.605,1,0,18447,33554,4,0,174.5,6,12472,5,0,1
2184,29,529,0.4,0.206,2,1,3359,26097,2,0,150.2,12,64646,5,0,1
2736,28,450,4.9,0.555,4,0,6746,33653,2,0,184.2,29,90836,5,0,0
9248,22,322,1.5,0.032,1,1,11387,110477,5,1,189.9,30,40549,5,0,0
2780,44,586,8.1,0.672,4,0,27170,33161,3,1,175.3,20,88554,5,0,1
23847,29,538,8.5,0.359,2,0,3207,286735,7,0,171.7,4,87934,5,0,1
6607,34,547,19.3,0.509,3,0,15287,78855,3,1,154.5,2,35826,5,0,1
5491,23,228,3.5,0.177,4,1,6086,64933,7,0,161.3,15,78646,5,0,1
2936,50,234,3.0,0.542,5,0,4727,34486,3,1,166.9,30,89142,5,0,0
7481,22,717,7.0,0.618,1,1,3887,89467,2,0,162.7,23,18801,5,0,1
3479,45,595,0.7,0.379,2,0,4796,41728,4,2,164.9,6,98491,5,0,1
5288,31,822,4.0,0.494,3,0,12079,63304,4,1,171.2,18,79310,5,0,1
22835,22,493,4.0,0.365,0,1,6753,273764,9,0,163.2,21,10258,5,0,0
4639,50,788,0.5,0.715,1,1,14348,55706,9,1,185.2,22,16868,5,0,0
9794,67,548,2.7,0.398,2,1,3302,117279,0,1,170.7,5,16817,5,0,1
3223,65,346,9.6,0.673,0,0,14151,38327,7,1,175.0,4,48512,5,0,0
4812,58,266,9.7,0.641,2,0,11464,57858,7,1,175.1,11,40856,5,0,1
14221,36,719,0.5,0.328,4,0,2425,170709,7,0,173.8,11,22092,5,0,1
3373,39,321,0.5,0.184,3,0,27037,40983,9,0,170.5,9,68259,5,0,1
14580,22,539,1.5,0.325,2,1,10635,175969,3,1,180.0,3,63094,5,0,1
7514,19,374,10.4,0.661,4,0,14948,89113,8,0,182.1,11,92157,5,0,0
3507,47,890,0.7,0.182,3,0,20433,42343,9,0,149.4,2,46123,5,0,1
7182,64,796,6.4,0.42,0,0,17583,86263,2,1,155.6,9,68031,5,0,1
8809,56,650,0.5,0.645,2,0,7325,106347,6,0,164.6,31,83440,5,0,0
7137,21,756,4.9,0.283,5,0,14474,85390,5,2,158.8,24,98521,5,0,1
1915,50,335,2.2,0.514,1,0,1904,22791,8,1,162.6,25,64858,5,0,0
3177,30,215,7.8,0.197,2,0,11103,37478,3,0,165.5,10,11158,5,0,1
4236,37,532,1.3,0.087,2,0,32402,51344,3,2,167.4,11,69473,5,0,1
4700,24,394,5.1,0.636,2,1,4645,56468,5,0,155.1,3,74720,5,0,0
7132,32,695,1.3,0.079,1,0,16854,86147,7,0,165.9,17,28134,5,0,1
5467,40,208,6.3,0.217,2,0,33469,65388,2,2,184.2,11,26786,5,0,1
2205,31,533,10.3,0.684,0,1,14063,26124,7,1,167.5,17,62990,5,0,1
6174,40,532,0.7,0.277,0,1,18404,74451,7,1,175.9,19,85963,5,0,1
7089,36,526,10.1,0.778,0,1,2308,84898,6,1,169.3,4,61692,5,0,1
6876,46,214,4.5,0.784,2,1,3835,82827,6,1,171.1,2,65030,5,0,1
9400,37,813,0.7,0.215,5,0,25432,113055,4,1,168.8,24,20494,5,0,1
8105,46,425,2.8,0.033,3,0,17470,97313,1,1,177.4,14,83026,5,0,1
6473,41,624,0.9,0.564,4,0,12049,77372,1,2,161.8,29,36273,5,0,1
4712,35,607,6.0,0.361,1,0,6557,56722,9,0,171.7,15,24760,5,1,1
1814,27,312,7.1,0.081,2,1,10175,21388,7,1,164.2,28,48302,5,0,0
6359,58,627,0.6,0.566,3,0,32549,76356,5,0,176.7,3,80822,5,0,1
5567,25,200,3.5,0.025,2,1,7468,67645,7,1,158.9,29,77149,5,0,1
5784,43,465,8.4,0.696,3,1,14177,70028,2,0,176.5,30,55540,5,0,0
2284,46,690,13.8,0.111,5,0,13882,27153,0,0,172.1,20,98499,5,0,1
2569,27,407,3.6,0.102,3,1,4756,30964,5,1,157.4,22,42430,5,0,0
9245,34,821,15.0,0.141,1,0,5059,110671,1,2,187.5,26,48419,5,0,1
4799,19,568,3.8,0.768,2,0,27490,57728,8,0,175.6,13,13552,5,0,1
7397,23,505,2.5,0.555,1,1,12785,88305,4,2,159.1,22,69571,5,0,1
4998,22,211,9.4,0.641,2,0,4701,59648,4,0,171.6,13,33622,5,0,1
5003,45,544,3.4,0.318,1,1,6316,60972,9,1,153.6,18,58829,5,0,1
8629,58,664,3.2,0.269,2,0,3683,103614,7,2,152.9,22,14996,5,0,1
3606,22,899,3.4,0.188,1,0,19019,43047,5,2,182.0,20,44232,5,0,1
5206,35,865,9.4,0.385,3,1,6624,61408,2,2,158.0,21,72083,5,0,1
3724,43,693,8.9,0.441,3,0,6695,44771,8,0,177.9,31,64034,5,0,1
3786,37,567,2.6,0.505,3,0,15878,46524,9,1,181.7,7,49379,5,0,1
4082,58,619,2.0,0.206,0,0,2114,48698,3,2,160.2,23,41002,5,0,1
5615,66,370,3.4,0.759,0,1,7867,67187,9,1,190.8,16,45868,5,0,0
3687,44,333,4.3,0.136,1,0,8032,44267,3,0,170.9,16,79649,5,0,1
10440,66,626,1.4,0.773,1,1,6447,124963,1,0,170.5,22,36532,5,0,1
2873,29,224,7.9,0.012,4,0,5220,35580,2,1,160.0,26,46861,5,0,0
4393,24,729,3.3,0.385,1,0,4591,53206,3,0,160.2,31,83660,5,0,1
3775,20,389,2.0,0.267,2,1,10157,45648,6,0,148.1,6,31235,5,0,0
11709,27,340,0.6,0.359,1,0,3611,141565,2,0,162.2,6,13579,5,0,0
5529,51,754,1.4,0.457,2,0,9218,67200,7,4,181.7,4,67944,5,0,0
9128,42,857,14.9,0.348,0,1,5206,109575,7,2,159.8,3,35619,5,0,1
2015,52,514,1.8,0.332,4,1,5491,24040,9,0,160.7,1,31829,5,0,0
5768,33,643,0.9,0.586,2,0,9486,69071,1,0,157.1,3,85107,5,0,1
8381,19,518,3.1,0.549,0,0,5442,100300,3,1,156.4,19,30912,5,0,1
5163,41,640,1.8,0.667,2,1,22328,61846,7,2,178.9,9,50334,5,0,0
9314,27,291,0.2,0.2,3,1,7244,111512,0,0,157.9,14,52001,5,0,0
3603,55,378,2.0,0.488,2,1,18719,42672,0,1,168.7,19,44341,5,0,0
11448,39,255,3.9,0.468,2,0,4404,136165,3,0,166.4,24,22663,5,0,1
19522,43,354,4.0,0.296,2,1,4327,234786,1,2,179.6,24,32104,5,0,1
3953,60,871,2.2,0.389,0,0,2142,46105,0,2,161.6,19,52323,5,0,1
3761,56,310,3.0,0.251,0,0,5465,45309,7,0,165.7,26,58277,5,0,1
11754,44,336,16.8,0.113,1,0,6727,141532,1,0,159.1,26,27640,5,0,1
12679,46,431,2.4,0.171,3,0,8618,152368,3,0,163.6,28,27511,5,0,0
3591,64,667,1.5,0.084,4,0,14155,43017,2,3,161.0,13,68367,5,0,1
3819,55,680,1.4,0.546,2,0,13357,45936,1,1,168.6,22,54654,5,0,0
4150,37,267,3.1,0.529,2,0,20100,49582,7,0,186.0,31,65233,5,0,1
2193,44,448,7.1,0.76,2,0,3984,26269,2,1,168.0,16,11049,5,0,0
2832,58,522,1.2,0.584,0,0,8305,33826,8,0,181.7,28,77837,5,0,0
2690,37,717,6.2,0.042,0,0,3640,31936,9,2,179.5,8,74760,5,0,1
3100,61,631,0.1,0.707,0,0,11286,37794,4,1,169.6,24,68498,5,0,1
4813,36,686,2.7,0.69,0,0,34317,58191,8,1,179.6,26,45966,5,0,1
5656,37,805,7.5,0.355,1,0,3111,67797,2,0,172.3,16,53705,5,0,1
12460,52,628,2.1,0.469,2,0,14045,149543,4,0,155.7,26,71490,5,0,1
2699,64,468,4.1,0.781,3,1,18749,32014,9,3,169.6,9,63645,5,0,0
8871,19,736,1.1,0.426,6,1,3967,106632,5,1,172.1,9,78231,5,0,0
4322,47,347,6.8,0.724,3,1,11488,51812,8,1,187.6,31,82181,5,0,1
4771,51,317,0.3,0.066,2,0,6075,57086,7,1,160.7,24,65032,5,0,0
7367,39,566,9.6,0.153,2,0,7354,88532,1,0,174.6,23,83685,5,0,1
2505,20,265,1.1,0.353,0,0,5916,30102,1,1,157.7,26,25032,5,0,0
6182,23,569,10.4,0.468,1,1,6768,73760,4,2,185.4,3,74221,5,0,1
5430,32,374,2.2,0.653,2,0,20423,65609,4,2,182.2,7,32243,5,0,1
6604,44,787,6.4,0.791,1,0,7605,79740,4,1,158.0,20,55915,5,0,1
5845,27,694,1.9,0.311,1,0,5007,69799,3,0,187.4,18,85969,5,0,1
21443,26,313,11.8,0.038,0,0,8562,258912,7,0,180.8,30,27379,5,0,1
3352,50,310,0.7,0.641,0,1,1483,39751,4,1,182.7,24,82401,5,0,0
3573,49,638,1.0,0.484,3,1,4215,43183,0,0,185.7,2,89146,5,0,1
3381,65,346,3.4,0.159,1,1,22001,40853,9,0,181.3,1,99416,5,0,1
3521,23,234,0.4,0.396,1,0,7213,42612,4,3,166.6,12,86251,5,0,0
3352,58,508,1.1,0.594,4,1,5527,41078,0,0,185.0,16,12631,5,0,0
10030,53,737,14.4,0.616,3,0,9305,120223,3,1,161.1,12,50452,5,0,1
11525,19,213,18.8,0.4,2,1,14607,138321,0,0,162.2,21,71196,5,0,0
3489,46,573,2.4,0.244,5,0,23458,42080,5,1,165.4,10,23830,5,0,1
2982,21,756,12.8,0.779,2,0,5648,34942,5,1,173.3,29,34596,5,0,1
6521,18,627,3.9,0.531,1,0,5753,78319,0,2,160.8,9,53484,5,0,1
3528,36,432,1.6,0.327,4,0,6778,42536,7,0,158.0,21,35772,5,0,0
7185,43,762,6.1,0.224,4,1,18459,85865,3,2,160.8,27,15116,5,0,1
5551,42,862,5.4,0.585,4,1,8481,67703,1,1,166.4,18,91839,5,0,1
1979,27,639,22.6,0.194,3,0,45830,23878,0,0,170.7,26,95053,5,0,1
12437,32,701,1.5,0.137,1,0,7123,148875,2,0,162.4,4,11636,5,0,1
14436,39,474,5.6,0.424,3,0,33216,172946,6,1,157.9,8,51590,5,0,0
3402,68,275,0.3,0.232,0,1,3966,40428,9,1,173.9,23,17811,5,0,0
3894,65,638,0.6,0.503,0,0,2665,46349,9,1,188.0,21,25223,5,0,1
5834,38,898,0.0,0.094,4,0,7471,70176,7,0,165.9,4,20581,5,0,1
6006,39,488,37.6,0.524,5,0,20161,72286,4,0,178.9,30,30919,5,0,0
7296,53,739,8.1,0.227,2,0,5532,87777,6,3,170.0,16,93018,5,0,1
16417,51,891,7.7,0.0,1,1,4948,197342,1,0,176.4,21,59441,5,0,1
4419,47,452,3.6,0.102,1,0,18398,53239,3,3,178.2,23,12604,5,0,1
3044,42,325,1.8,0.747,1,0,14243,37616,5,1,170.0,21,74655,5,0,0
2148,62,376,0.8,0.694,3,1,4298,26228,4,1,160.2,8,10207,5,0,0
3169,45,236,1.7,0.187,0,0,4102,37510,5,2,157.7,7,18463,5,0,0
4818,18,609,2.4,0.623,2,0,15731,57833,1,0,181.5,23,46446,5,0,1
14425,66,810,7.1,0.487,0,0,2196,172535,6,1,176.3,25,22671,5,0,1
3602,62,809,3.9,0.777,2,0,19218,43234,7,0,179.8,24,19476,5,0,1
5621,21,326,0.4,0.299,0,0,14093,66748,8,0,176.8,13,14986,5,0,1
4866,24,682,0.1,0.545,5,1,1306,58275,5,1,180.7,28,38590,5,0,0
10026,66,367,0.5,0.051,2,1,8204,120258,6,0,172.2,8,25526,5,0,1
22385,26,791,2.6,0.317,2,1,1663,267947,0,1,154.8,22,52001,5,0,1
3574,53,493,13.5,0.771,7,1,3090,42895,8,2,172.8,7,63242,5,0,0
3664,36,837,5.1,0.431,1,0,5418,43781,5,1,187.9,24,16803,5,0,1
9195,18,542,8.1,0.23,3,0,2938,109793,3,0,173.5,29,61446,5,0,1
7399,27,509,3.1,0.096,0,0,47787,89249,9,1,157.7,5,21905,5,0,1
14883,53,861,2.2,0.563,1,1,16175,178422,8,1,177.3,26,12461,5,0,1
6976,26,727,0.6,0.516,2,0,24196,84274,0,2,191.7,18,68687,5,0,1
3961,62,739,10.4,0.299,1,0,7242,47634,1,0,164.4,30,15673,5,0,1
7005,63,618,7.6,0.761,2,0,8303,83864,2,1,173.3,23,86490,5,0,1
9558,59,643,0.9,0.018,0,0,28697,114212,0,0,174.8,26,56772,5,0,1
8040,49,884,3.6,0.243,1,0,11464,95893,1,3,172.0,19,85956,5,0,1
6663,49,757,3.3,0.737,0,1,13224,80049,1,1,178.0,10,92863,5,0,1
9320,23,435,4.9,0.257,4,0,3909,112022,6,0,165.9,11,39564,5,0,1
9912,65,638,14.6,0.202,2,1,3894,118524,9,1,176.3,8,79692,5,0,1
11263,55,413,4.3,0.427,1,0,9984,134551,5,3,181.7,6,22251,5,0,0
7253,34,284,3.9,0.659,0,1,10920,87385,8,1,167.6,11,89056,5,0,0
4445,27,284,0.3,0.083,8,1,3649,53711,4,0,178.1,16,92085,5,0,0
5367,67,688,0.3,0.754,1,1,10794,63990,8,0,166.2,30,11905,5,0,0
10136,44,264,1.0,0.636,3,0,3049,121539,9,2,156.2,4,62208,5,0,0
3010,67,845,0.2,0.145,2,0,8193,36378,8,1,156.2,2,85051,5,0,1
6131,52,862,6.8,0.57,1,0,2565,73020,1,1,174.6,13,72094,5,0,1
3881,69,826,6.4,0.308,1,0,23444,46133,8,0,151.2,7,26734,5,0,1
5000,38,263,0.7,0.322,4,0,6317,60409,2,0,170.9,17,36886,5,0,0
10583,42,542,9.0,0.627,1,1,4652,126550,2,0,162.1,23,73611,5,0,1
5511,45,551,0.8,0.77,1,0,3240,66166,8,0,148.1,13,46077,5,0,1
5053,64,357,1.8,0.101,2,0,3000,60685,6,0,176.8,10,15661,5,0,1
2173,32,788,1.4,0.337,2,0,11488,25477,7,0,156.0,13,13838,5,1,1
7690,21,690,2.3,0.385,0,1,18088,92771,6,0,193.1,10,52073,5,0,1
7239,46,857,1.5,0.301,2,1,16697,86088,8,0,186.4,7,20378,5,0,1
17996,26,662,3.4,0.291,1,0,24767,216091,7,2,169.3,10,18058,5,0,1
4086,44,424,2.6,0.042,3,0,32811,48802,3,0,149.9,29,77525,5,0,1
5605,43,512,21.6,0.548,1,1,17436,67311,1,1,173.0,16,85113,5,0,1
5708,36,814,0.3,0.349,2,0,5419,68378,4,1,188.3,3,95404,5,0,1
12663,45,665,0.8,0.156,6,0,9279,151390,1,0,180.6,4,99806,5,0,1
4641,34,287,0.3,0.653,3,1,1331,55542,3,0,181.3,28,43884,5,0,0
5810,60,502,4.9,0.642,0,1,13494,69958,1,0,185.4,4,38527,5,0,1
7077,58,879,0.3,0.389,2,0,9130,84802,4,1,157.5,4,52187,5,0,1
5497,59,634,9.1,0.239,4,0,29032,65725,5,1,180.9,16,48735,5,0,1
3759,67,881,3.6,0.51,0,0,4470,44116,0,1,189.4,9,25981,5,0,1
5521,37,334,3.7,0.231,3,0,12239,65807,7,0,163.8,6,72457,5,0,1
9359,62,249,4.1,0.189,2,0,3631,111937,1,1,166.0,10,37080,5,0,1
2654,57,631,0.9,0.584,3,0,7420,32267,4,1,185.5,25,21797,5,0,0
5322,56,539,1.1,0.032,2,0,2190,63670,7,1,183.9,28,67056,5,0,1
3228,66,546,1.9,0.076,3,0,23976,38989,4,2,161.3,4,36457,5,0,1
10067,40,845,4.5,0.005,1,0,18809,120415,2,0,157.1,23,30917,5,0,1
1970,64,546,1.2,0.122,3,0,5551,22607,5,4,168.9,29,18871,5,0,1
3514,49,848,0.6,0.055,1,0,9991,42659,0,0,155.3,12,29053,5,0,1
6163,69,444,17.6,0.797,5,0,8356,73570,0,2,161.4,10,76727,5,0,0
12573,64,308,0.1,0.231,0,0,4964,151342,7,0,163.2,31,93050,5,0,1
4724,50,732,8.1,0.119,6,0,8942,56578,6,1,181.2,12,93323,5,0,1
3522,63,289,7.8,0.193,3,1,5686,42954,9,0,183.9,28,69415,5,0,1
15194,22,495,1.8,0.749,2,0,17752,183919,9,3,181.3,25,48398,5,0,0
2061,60,311,0.7,0.416,3,1,6845,24953,2,0,161.8,26,85058,5,0,0
1313,65,788,0.8,0.292,1,0,54853,15073,7,1,169.1,19,15030,5,0,1
6399,51,376,6.0,0.699,3,0,7613,77062,7,0,165.5,29,11381,5,0,1
3636,57,542,5.1,0.316,1,0,8868,43819,0,2,172.1,19,26753,5,0,1
2663,28,859,7.6,0.268,2,0,12363,31338,9,0,177.5,22,15092,5,0,1
7517,67,300,13.9,0.166,2,1,15829,89874,6,0,165.2,24,62946,5,0,0
5688,20,828,5.9,0.302,1,1,8624,68035,1,1,159.9,1,97620,5,0,1
3503,50,803,0.8,0.253,2,1,12150,42212,1,1,185.7,4,90093,5,0,1
2279,28,600,1.4,0.542,2,0,9379,26890,1,1,180.7,13,68520,5,0,0
8295,33,227,9.2,0.232,2,0,4346,99020,4,2,173.4,8,18567,5,0,1
