customerID,gender,SeniorCitizen,Partner,Dependents,tenure,tenure_months,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,AvgMonthlyCharge,ChargesRatio,Country,ActiveService,PromoCode2019,Currency,Churn,LegacyPlanCode,InternalScore
CUST-00924,Male,0,No,Yes,72,72,Yes,Yes,DSL,No,No,No,No,No,Month-to-month,Yes,Mailed check,21.09,1602.18,22.25,1.3155,Brazil,1,0,BRL,No,LP002,
CUST-00925,Male,0,Yes,No,9,9,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,85.83,803.02,89.22,10.6751,Brazil,1,0,BRL,Yes,,
CUST-00926,Male,0,No,No,57,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.0,1444.49,25.34,1.7295,Brazil,1,0,BRL,No,,
CUST-00927,Female,0,No,No,59,58,Yes,Yes,DSL,No,,No,Yes,No,Two year,Yes,Electronic check,25.58,1556.44,26.38,1.6424,Brazil,1,0,BRL,No,,
CUST-00928,Female,0,No,No,44,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,29.19,1329.71,30.22,2.1936,Brazil,1,0,BRL,No,,
CUST-00929,Male,0,Yes,No,5,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,21.0,,36.81,11.3483,Brazil,1,0,BRL,No,LP002,
CUST-00930,Male,0,No,Yes,51,51,Yes,No,DSL,No,Yes,Yes,No,Yes,Two year,No,Mailed check,44.12,2220.01,43.53,1.9865,Brazil,1,0,BRL,No,,
CUST-00931,Female,0,Yes,No,43,43,Yes,No,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,77.07,3295.18,76.63,2.3382,Brazil,1,0,BRL,No,,
CUST-00932,Male,0,No,Yes,27,27,Yes,No,DSL,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,51.79,1352.21,50.08,3.8272,Brazil,1,0,BRL,No,,
CUST-00933,Male,0,Yes,No,12,12,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Credit card,40.97,490.01,40.83,8.344,Brazil,1,0,BRL,No,,
CUST-00934,Female,0,Yes,No,9,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,19.32,167.27,18.59,11.4815,Brazil,1,0,BRL,Yes,,
CUST-00935,Male,0,No,No,3,3,Yes,No,DSL,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,53.52,72.81,24.27,72.5105,Brazil,1,0,BRL,Yes,,
CUST-00936,Female,0,Yes,No,21,21,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,No,Bank transfer,64.1,1313.4,62.54,4.8767,Brazil,1,0,BRL,No,,
CUST-00937,Male,0,Yes,Yes,26,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,30.44,863.4,33.21,3.5215,Brazil,1,0,BRL,No,,
CUST-00938,Female,0,Yes,Yes,13,13,Yes,No,Fiber optic,No,,No,No,Yes,Two year,Yes,Mailed check,82.44,1083.93,83.38,7.5986,Brazil,1,0,BRL,No,,
CUST-00939,Female,0,Yes,Yes,19,19,Yes,No,DSL,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card,45.64,902.93,47.52,5.0491,Brazil,1,0,BRL,No,,
CUST-00940,Female,0,No,No,13,14,Yes,No,DSL,Yes,No,No,Yes,No,Two year,Yes,Electronic check,49.25,,48.79,7.7532,Brazil,1,0,BRL,No,,
CUST-00941,Male,0,No,Yes,30,30,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.01,1525.95,50.86,3.5371,Brazil,1,0,BRL,No,,
CUST-00942,Female,0,Yes,Yes,69,69,Yes,No,No,No internet service,,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.8,1359.77,19.71,1.4551,Brazil,1,0,BRL,No,,
CUST-00943,Male,0,Yes,No,5,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.24,188.28,37.66,14.3914,Brazil,1,0,BRL,No,,
CUST-00944,Male,0,Yes,No,14,14,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,62.95,822.02,58.72,7.6487,Brazil,1,0,BRL,No,LP002,
CUST-00945,Male,0,Yes,No,4,4,Yes,Yes,Fiber optic,Yes,,No,No,Yes,Month-to-month,No,Credit card,40.47,199.23,49.81,20.2118,Brazil,1,0,BRL,No,,
CUST-00946,Male,0,No,No,29,30,Yes,Yes,DSL,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,57.67,1587.34,54.74,3.6308,Brazil,1,0,BRL,No,,
CUST-00947,Female,0,No,Yes,39,39,Yes,No,DSL,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,48.53,1893.68,48.56,2.5614,Brazil,1,0,BRL,Yes,,
CUST-00948,Female,0,Yes,No,72,72,Yes,No,Fiber optic,,No,Yes,No,No,Month-to-month,Yes,Mailed check,86.34,,86.72,1.3826,Brazil,1,0,BRL,No,,
CUST-00949,Male,0,Yes,No,9,9,Yes,Yes,Fiber optic,No,No,No,Yes,No,Month-to-month,No,Credit card,94.83,837.86,93.1,11.3046,Brazil,1,0,BRL,No,,
CUST-00950,Male,0,Yes,Yes,72,72,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Month-to-month,No,Credit card,89.03,6533.78,90.75,1.3624,Brazil,1,0,BRL,Yes,,24.1
CUST-00951,Female,0,No,Yes,1,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,23.74,0.0,0.0,2374.0,Brazil,1,0,BRL,No,,
CUST-00952,Male,0,No,No,27,26,Yes,Yes,Fiber optic,,No,Yes,No,Yes,Month-to-month,Yes,Credit card,85.88,2289.84,84.81,3.7488,Brazil,1,0,BRL,Yes,,
CUST-00953,Female,0,Yes,No,1,1,Yes,Yes,Fiber optic,No,,Yes,Yes,No,Month-to-month,No,Bank transfer,97.08,,107.3,89.6399,Brazil,1,0,BRL,No,,
CUST-00954,Male,1,Yes,Yes,67,67,Yes,No,DSL,No,,Yes,No,No,Month-to-month,No,Credit card,49.29,3264.68,48.73,1.5093,Brazil,1,0,BRL,No,LP003,
CUST-00955,Male,1,No,No,22,22,Yes,No,No,,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,18.0,323.93,14.72,5.5397,Brazil,1,0,BRL,No,,
CUST-00956,Female,0,No,No,33,33,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,One year,No,Electronic check,68.94,2220.14,67.28,3.1038,Brazil,1,0,BRL,Yes,LP002,
CUST-00957,Male,0,Yes,No,53,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.03,1205.49,22.75,1.826,Brazil,1,0,BRL,No,,
CUST-00958,Female,0,Yes,No,4,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,One year,Yes,Bank transfer,53.46,198.59,49.65,26.7849,Brazil,1,0,BRL,No,,
CUST-00959,Male,0,Yes,No,1,1,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,No,Mailed check,103.12,188.22,188.22,54.4974,Brazil,1,0,BRL,No,LP003,
CUST-00960,Male,0,No,No,63,62,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,One year,No,Electronic check,46.58,2912.48,46.23,1.5988,Brazil,1,0,BRL,No,,
CUST-00961,Male,0,Yes,No,11,10,Yes,Yes,DSL,No,Yes,No,No,Yes,One year,No,Bank transfer,56.37,655.6,59.6,8.5851,Brazil,1,0,BRL,No,,
CUST-00962,Female,0,Yes,No,4,4,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,57.17,254.22,63.56,22.4003,Brazil,1,0,BRL,Yes,,
CUST-00963,Male,0,No,No,18,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.85,388.49,21.58,5.8666,Brazil,1,0,BRL,No,LP003,
CUST-00964,Male,0,Yes,No,27,27,Yes,No,DSL,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,63.97,1683.25,62.34,3.7981,Brazil,1,0,BRL,No,,
CUST-00965,Male,0,No,No,1,1,Yes,No,DSL,No,No,No,Yes,Yes,One year,Yes,Bank transfer,69.49,0.0,0.0,6949.0,Brazil,1,0,BRL,No,,31.8
CUST-00966,Male,0,Yes,No,9,9,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,One year,No,Credit card,97.95,909.21,101.02,10.7613,Brazil,1,0,BRL,No,LP001,
CUST-00967,Female,0,Yes,Yes,1,1,Yes,Yes,DSL,No,,No,No,No,Month-to-month,Yes,Credit card,39.95,99.86,99.86,39.6094,Brazil,1,0,BRL,No,,
CUST-00968,Female,0,No,No,16,16,Yes,No,Fiber optic,No,,No,No,Yes,One year,Yes,Bank transfer,84.79,1277.14,79.82,6.6339,Brazil,1,0,BRL,No,,
CUST-00969,Male,0,Yes,No,67,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,94.82,6334.42,94.54,1.4967,Brazil,1,0,BRL,Yes,,
CUST-00970,Female,0,No,No,72,72,Yes,Yes,DSL,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,45.43,3237.61,44.97,1.4028,Brazil,1,0,BRL,Yes,,
CUST-00971,Male,0,No,Yes,30,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.0,807.57,26.92,3.2156,Brazil,1,0,BRL,No,,
CUST-00972,Male,0,Yes,No,5,5,No,No phone service,Fiber optic,No,,Yes,No,Yes,Two year,Yes,Bank transfer,52.02,243.67,48.73,21.2613,Brazil,1,0,BRL,No,,
CUST-00973,Male,0,No,No,70,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,22.18,1618.75,23.12,1.3693,Brazil,1,0,BRL,No,LP003,
CUST-00974,Female,0,Yes,Yes,21,21,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,68.46,1418.44,67.54,4.823,Brazil,1,0,BRL,Yes,LP001,
CUST-00975,Female,1,No,No,5,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.27,84.53,16.91,34.2219,Brazil,1,0,BRL,No,,
CUST-00976,Female,0,Yes,Yes,72,72,Yes,No,DSL,Yes,,No,No,Yes,Month-to-month,Yes,Bank transfer,51.81,3706.88,51.48,1.3973,Brazil,1,0,BRL,No,,
CUST-00977,Female,0,No,Yes,42,42,Yes,Yes,DSL,Yes,No,No,Yes,No,Two year,No,Electronic check,95.64,3998.95,95.21,2.391,Brazil,1,0,BRL,No,,
CUST-00978,Female,1,Yes,No,39,39,Yes,No,DSL,No,No,No,Yes,Yes,Two year,Yes,Electronic check,64.79,2553.11,65.46,2.5367,Brazil,1,0,BRL,No,,
CUST-00979,Female,1,Yes,No,37,37,Yes,No,Fiber optic,Yes,No,No,No,No,One year,Yes,Electronic check,93.08,3425.28,92.58,2.7166,Brazil,1,0,BRL,No,,
CUST-00980,Female,0,No,No,6,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.13,136.78,22.8,13.8845,Brazil,1,0,BRL,No,LP003,40.7
CUST-00981,Female,0,No,Yes,7,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,One year,Yes,Credit card,71.84,463.36,66.19,15.4708,Brazil,1,0,BRL,No,,
CUST-00982,Female,0,Yes,No,34,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,597.27,17.57,3.0087,Brazil,1,0,BRL,No,LP001,
CUST-00983,Male,0,Yes,Yes,7,6,Yes,Yes,DSL,No,,No,Yes,No,Two year,Yes,Electronic check,93.5,615.25,87.89,15.1724,Brazil,1,0,BRL,No,,
CUST-00984,Female,0,No,Yes,17,17,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card,23.66,359.89,21.17,6.556,Brazil,1,0,BRL,No,,
CUST-00985,Female,0,No,Yes,45,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.33,1248.59,27.75,2.1071,Brazil,1,0,BRL,No,LP003,
CUST-00986,Female,0,Yes,No,45,45,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,86.56,3859.44,85.77,2.2422,Brazil,1,0,BRL,No,,
CUST-00987,Female,0,Yes,No,18,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.07,379.88,21.1,5.7945,Brazil,1,0,BRL,Yes,,
CUST-00988,Female,0,Yes,No,47,47,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,No,Electronic check,86.59,4121.96,87.7,2.1002,Brazil,1,0,BRL,No,,39.4
CUST-00989,Female,0,No,No,54,54,Yes,Yes,No,No internet service,,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.79,1322.16,24.48,1.798,Brazil,1,0,BRL,No,,
CUST-00990,Female,0,Yes,Yes,31,32,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,87.15,2783.71,89.8,3.1296,Brazil,1,0,BRL,No,LP001,
CUST-00991,Female,0,Yes,No,7,7,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Bank transfer,113.4,817.94,116.85,13.8472,Brazil,1,0,BRL,No,,
CUST-00992,Female,0,No,No,9,9,No,No phone service,DSL,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,61.77,525.91,58.43,11.7231,Brazil,1,0,BRL,Yes,,
CUST-00993,Female,0,Yes,No,11,11,Yes,No,Fiber optic,Yes,,No,Yes,Yes,Two year,Yes,Mailed check,98.21,1183.17,107.56,8.2936,Brazil,1,0,BRL,No,,
CUST-00994,Female,0,No,Yes,3,4,No,No phone service,No,No internet service,,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,27.46,111.48,37.16,24.4132,Brazil,1,0,BRL,Yes,,
CUST-00995,Male,0,Yes,No,9,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.16,173.71,19.3,11.5391,Brazil,1,0,BRL,No,,
CUST-00996,Male,1,Yes,No,7,8,Yes,No,DSL,No,No,No,No,No,Two year,No,Credit card,67.27,473.76,67.68,14.1693,Brazil,1,0,BRL,No,,
CUST-00997,Female,0,Yes,No,18,18,Yes,No,DSL,No,No,No,Yes,Yes,Two year,Yes,Mailed check,36.54,666.68,37.04,5.4727,Brazil,1,0,BRL,No,,
CUST-00998,Female,0,No,No,71,71,Yes,No,Fiber optic,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,92.27,6539.33,92.1,1.4108,Brazil,1,0,BRL,No,LP002,51.5
CUST-00999,Male,0,Yes,Yes,3,3,No,No phone service,DSL,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,45.45,67.56,22.52,66.2923,Brazil,1,0,BRL,Yes,,
CUST-01000,Female,0,No,No,38,38,Yes,No,Fiber optic,No,,Yes,No,No,Month-to-month,No,Electronic check,83.3,3246.74,85.44,2.5649,Brazil,1,0,BRL,No,,
CUST-01001,Male,0,No,Yes,34,35,Yes,Yes,DSL,,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,50.26,1707.75,50.23,2.9413,Brazil,1,0,BRL,No,LP002,
CUST-01002,Male,1,No,No,3,3,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,83.56,259.85,86.62,32.0337,Brazil,1,0,BRL,Yes,,51.7
CUST-01003,Male,0,Yes,No,72,71,Yes,No,Fiber optic,No,No,No,No,Yes,One year,No,Mailed check,102.16,7459.43,103.6,1.3694,Brazil,1,0,BRL,No,,
CUST-01004,Male,0,Yes,Yes,25,25,No,No phone service,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Credit card,74.2,1820.84,72.83,4.0728,Brazil,1,0,BRL,No,,
CUST-01005,Male,0,Yes,No,13,13,Yes,Yes,Fiber optic,No,No,No,No,No,Two year,No,Credit card,34.91,486.6,37.43,7.1596,Brazil,1,0,BRL,No,,57.0
CUST-01006,Female,0,Yes,No,42,42,Yes,Yes,No,No internet service,,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.34,1276.67,30.4,2.4529,Brazil,1,0,BRL,No,,
CUST-01007,Male,0,Yes,Yes,8,8,Yes,No,DSL,No,No,No,No,No,One year,No,Bank transfer,40.46,339.73,42.47,11.8745,Brazil,1,0,BRL,No,LP002,
CUST-01008,Female,0,No,No,35,35,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,86.22,3027.78,86.51,2.8467,Brazil,1,0,BRL,No,,
CUST-01009,Female,0,Yes,Yes,1,1,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,One year,No,Credit card,50.58,90.11,90.11,55.5153,Brazil,1,0,BRL,No,,
CUST-01010,Male,0,Yes,No,54,54,Yes,No,Fiber optic,No,No,No,Yes,No,Two year,No,Credit card,40.95,2271.71,42.07,1.8018,Brazil,1,0,BRL,No,,
CUST-01011,Male,0,Yes,No,17,18,Yes,No,DSL,No,No,No,No,No,One year,Yes,Credit card,51.54,847.2,49.84,6.0764,Brazil,1,0,BRL,No,LP001,
CUST-01012,Female,1,No,No,30,30,Yes,No,DSL,No,,Yes,No,No,Two year,No,Electronic check,96.47,2964.93,98.83,3.2526,Brazil,1,0,BRL,Yes,,
CUST-01013,Male,0,Yes,No,7,7,No,No phone service,DSL,Yes,No,No,No,No,Month-to-month,No,Bank transfer,83.47,658.66,94.09,12.6535,Brazil,1,0,BRL,No,LP002,38.6
CUST-01014,Male,0,No,No,33,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.55,2579.65,78.17,3.0438,Brazil,1,0,BRL,Yes,,
CUST-01015,Female,0,Yes,No,44,44,Yes,No,No,,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.67,1349.15,30.66,2.2716,Brazil,1,0,BRL,No,LP001,45.5
CUST-01016,Female,0,No,Yes,19,19,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card,86.02,1609.66,84.72,5.3407,Brazil,1,0,BRL,Yes,,
CUST-01017,Male,1,No,No,28,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,37.19,1026.05,36.64,3.6211,Brazil,1,0,BRL,No,,
CUST-01018,Female,0,Yes,No,18,18,No,No phone service,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Credit card,77.09,1327.45,73.75,5.803,Brazil,1,0,BRL,Yes,,
CUST-01019,Male,0,Yes,Yes,67,68,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,55.34,3746.66,55.92,1.4767,Brazil,1,0,BRL,No,,
CUST-01020,Male,1,Yes,No,20,21,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,Credit card,54.96,996.69,49.83,5.5087,Brazil,1,0,BRL,No,,
CUST-01021,Male,0,Yes,No,55,56,Yes,Yes,DSL,,No,No,No,No,Month-to-month,Yes,Electronic check,28.92,1555.75,28.29,1.8577,Brazil,1,0,BRL,No,,
CUST-01022,Female,1,No,No,48,48,Yes,No,DSL,No,,Yes,Yes,No,Two year,No,Mailed check,62.45,2995.29,62.4,2.0842,Brazil,1,0,BRL,No,LP001,
CUST-01023,Female,0,No,Yes,15,15,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,No,Electronic check,45.67,750.04,50.0,6.0809,Brazil,1,0,BRL,Yes,,
CUST-01024,Female,0,No,Yes,7,7,Yes,No,Fiber optic,Yes,No,Yes,No,No,One year,Yes,Bank transfer,71.41,472.61,67.52,15.0778,Brazil,1,0,BRL,Yes,LP003,55.7
CUST-01025,Female,0,No,Yes,15,15,Yes,No,Fiber optic,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,45.28,700.59,46.71,6.4539,Brazil,1,0,BRL,No,,
CUST-01026,Female,0,Yes,No,52,52,Yes,No,DSL,No,No,Yes,Yes,Yes,Two year,No,Bank transfer,55.89,2902.23,55.81,1.9251,Brazil,1,0,BRL,No,,
CUST-01027,Male,1,Yes,Yes,7,7,Yes,No,DSL,No,Yes,No,Yes,No,Two year,Yes,Electronic check,21.76,199.58,28.51,10.8485,Brazil,1,0,BRL,No,,
CUST-01028,Male,0,No,No,22,22,Yes,No,DSL,No,,No,Yes,Yes,One year,Yes,Electronic check,22.68,517.74,23.53,4.3721,Brazil,1,0,BRL,No,,
CUST-01029,Male,0,Yes,Yes,49,49,Yes,No,DSL,No,No,No,No,Yes,One year,Yes,Electronic check,42.41,2119.6,43.26,1.9999,Brazil,1,0,BRL,No,,
CUST-01030,Male,0,No,No,13,13,Yes,No,No,No internet service,,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.67,306.18,23.55,8.3567,Brazil,1,0,BRL,No,,
CUST-01031,Female,0,Yes,No,30,30,Yes,No,DSL,,Yes,No,No,Yes,Two year,Yes,Credit card,76.99,2259.0,75.3,3.4066,Brazil,1,0,BRL,No,,
CUST-01032,Male,0,Yes,No,8,7,Yes,No,Fiber optic,No,,No,No,No,Two year,No,Credit card,53.55,446.76,55.84,11.9595,Brazil,1,0,BRL,No,,
CUST-01033,Female,1,No,Yes,3,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Two year,Yes,Electronic check,69.91,185.34,61.78,37.5174,Brazil,1,0,BRL,Yes,,
CUST-01034,Male,0,Yes,No,47,46,Yes,No,DSL,,Yes,No,No,No,One year,No,Bank transfer,49.3,2318.62,49.33,2.1253,Brazil,1,0,BRL,No,LP003,
CUST-01035,Female,0,No,Yes,3,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,18.0,69.86,23.29,25.4022,Brazil,1,0,BRL,Yes,,
CUST-01036,Female,0,No,No,9,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,Two year,Yes,Electronic check,80.57,787.23,87.47,10.2216,Brazil,1,0,BRL,Yes,,
CUST-01037,Male,0,No,No,57,57,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,43.1,2496.03,43.79,1.7261,Brazil,1,0,BRL,No,LP001,
CUST-01038,Male,0,No,Yes,12,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,22.34,234.03,19.5,9.5052,Brazil,1,0,BRL,No,,
CUST-01039,Male,0,No,No,72,72,Yes,No,DSL,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.04,4265.63,59.24,1.4072,Brazil,1,0,BRL,Yes,,51.1
CUST-01040,Male,1,No,No,72,72,Yes,No,DSL,No,No,Yes,Yes,No,Two year,No,Electronic check,58.93,4328.33,60.12,1.3612,Brazil,1,0,BRL,No,,
CUST-01041,Female,0,Yes,Yes,9,9,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,64.64,502.63,55.85,12.8348,Brazil,1,0,BRL,Yes,LP002,43.3
CUST-01042,Male,0,Yes,No,1,2,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,No,Bank transfer,68.78,46.15,46.15,145.8749,Brazil,1,0,BRL,No,,
CUST-01043,Male,0,No,Yes,36,37,Yes,Yes,DSL,No,No,No,No,Yes,One year,Yes,Electronic check,85.39,3106.3,86.29,2.748,Brazil,1,0,BRL,No,LP003,
CUST-01044,Female,1,Yes,No,17,17,Yes,No,DSL,No,No,No,No,Yes,Two year,No,Electronic check,57.64,1061.82,62.46,5.4233,Brazil,1,0,BRL,Yes,,
CUST-01045,Male,0,Yes,No,3,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.95,53.37,17.79,38.5323,Brazil,1,0,BRL,Yes,,
CUST-01046,Male,0,Yes,Yes,36,36,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.14,1806.41,50.18,2.7741,Brazil,1,0,BRL,Yes,,
CUST-01047,Male,0,No,No,1,1,Yes,Yes,DSL,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,41.37,0.0,0.0,4137.0,Brazil,1,0,BRL,Yes,,54.7
CUST-01048,Male,0,No,No,61,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,One year,No,Credit card,61.98,3787.11,62.08,1.6362,Brazil,1,0,BRL,No,,
CUST-01049,Male,0,Yes,No,4,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.53,20.61,5.15,90.3748,Brazil,1,0,BRL,No,LP002,
CUST-01050,Female,0,No,No,4,3,Yes,Yes,DSL,,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,67.48,232.41,58.1,28.9105,Brazil,1,0,BRL,No,,
CUST-01051,Male,0,No,No,5,5,Yes,No,Fiber optic,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,64.85,362.44,72.49,17.8434,Brazil,1,0,BRL,No,LP001,
CUST-01052,Male,0,No,No,72,72,Yes,No,Fiber optic,No,No,No,Yes,No,Two year,No,Bank transfer,58.01,4155.04,57.71,1.3958,Brazil,1,0,BRL,No,,
CUST-01053,Male,1,No,No,35,35,Yes,No,Fiber optic,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer,74.4,,75.71,2.8066,Brazil,1,0,BRL,Yes,,
CUST-01054,Male,1,No,No,48,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,34.4,,34.24,2.0918,Brazil,1,0,BRL,No,LP001,
CUST-01055,Male,0,Yes,No,15,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,26.54,329.66,21.98,8.0264,Brazil,1,0,BRL,No,,
CUST-01056,Female,0,No,No,12,12,Yes,No,DSL,Yes,,Yes,No,No,Month-to-month,No,Mailed check,74.22,949.06,79.09,7.8121,Brazil,1,0,BRL,No,LP002,
CUST-01057,Male,0,Yes,No,8,8,No,No phone service,DSL,,Yes,Yes,No,Yes,Two year,Yes,Credit card,49.23,328.07,41.01,14.9603,Brazil,1,0,BRL,No,,
CUST-01058,Female,0,No,No,19,19,Yes,Yes,No,No internet service,,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.38,376.13,19.8,5.6691,Brazil,1,0,BRL,Yes,,
CUST-01059,Female,0,No,No,24,23,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Credit card,69.75,1664.02,69.33,4.1891,Brazil,1,0,BRL,No,,
CUST-01060,Male,0,Yes,No,29,29,Yes,Yes,Fiber optic,No,No,No,Yes,No,Month-to-month,No,Bank transfer,48.91,1468.68,50.64,3.3279,Brazil,1,0,BRL,No,,
CUST-01061,Male,0,Yes,No,8,7,Yes,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,No,Credit card,80.03,613.92,76.74,13.0147,Brazil,1,0,BRL,No,,
CUST-01062,Male,0,No,No,72,72,Yes,No,Fiber optic,,No,No,No,No,One year,Yes,Mailed check,93.61,6693.58,92.97,1.3983,Brazil,1,0,BRL,No,,
